CASE_1	CASE_2	CASE_3	CASE_4	CASE_5	CASE_6	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	width
ODF3L2	441	0	389	0	0	0	26	228	0	0	0	0	11638
OR5AS1	0	0	0	0	0	0	0	0	0	0	0	0	10538
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	1426
SIAH2	54200	56478	54532	94	0	212	18723	43100	21565	41	0	0	22351
COPG1	174574	237412	215782	54	34	124	83311	229940	102988	25	98	28	28168
ADGRB1	1295	4283	10629	0	0	46	1448	3863	914	0	0	0	95580
OR6S1	0	0	0	0	0	0	0	0	0	0	0	0	996
SLC9A9	5047	15571	20556	0	32	57	7959	14420	5553	0	0	20	583310
LSM10	25266	40042	39515	12	3	0	20911	57622	31060	0	0	21	6655
RELL1	11937	21605	14644	0	0	98	5922	12571	6655	66	25	0	95577
RFX7	19899	42115	51167	83	40	0	15113	32393	17290	27	0	24	155987
SLC35C1	21340	30275	16500	0	0	0	11302	19843	10537	0	0	26	8944
TIGIT	77	606	806	21	0	50	0	402	0	0	0	0	33376
RNF41	90126	142444	121667	43	23	81	63365	145803	69065	32	0	0	19759
SLC2A4	70641	352037	347476	0	24	108	180879	569498	216414	22	30	65	6591
FTMT	0	0	0	0	0	0	0	0	0	0	0	0	879
IBA57	58614	80857	61466	22	21	281	24393	62468	31237	56	22	0	16443
CLDN7	270	1614	1447	0	0	0	1376	2457	1175	0	0	0	4081
ZNF329	16116	31222	25184	100	80	20	11687	24408	13978	20	20	21	28859
ZNF101	6717	15946	10042	0	0	0	2662	10433	4444	0	0	26	14714
OR4C6	0	0	0	0	0	0	0	0	0	0	0	0	3995
C5ORF24	67838	119521	95449	113	25	212	41402	105423	50647	70	94	106	14058
ADO	60318	109791	68710	0	0	50	26079	99674	36817	0	0	84	3627
COA4	38489	60236	45014	0	0	0	24226	60952	32922	0	0	0	4322
OR4P4	0	0	0	0	0	0	0	0	0	0	0	0	5197
PRKAG1	105249	206339	196923	0	29	133	93081	199892	119699	21	50	0	16924
GINS3	19817	34479	20199	33	0	0	7601	25481	12754	0	0	0	111065
OR4C15	0	0	0	0	0	0	0	0	0	0	0	0	1113
OR4A15	0	0	0	20	0	0	0	0	0	0	0	0	1035
OR4A16	0	0	0	0	0	0	0	0	0	0	0	0	1081
OR52K2	0	0	0	0	0	0	0	0	0	0	0	0	1067
NEUROG1	0	0	0	0	0	0	0	0	0	0	0	0	1668
CCDC149	27045	39277	35194	337	111	156	15814	40826	14704	157	174	526	174088
MRPS11	49588	72772	68374	34	0	42	33486	86150	46582	0	0	30	13321
SNRPE	12211	21539	20603	0	0	0	9686	24302	9937	0	0	31	8948
RTKN2	202	0	0	0	0	0	0	0	0	0	0	0	85673
PNMA8A	19579	42561	27255	0	0	33	9995	46046	14651	0	25	0	5073
CHST15	9137	24526	18444	21	0	0	5250	15146	5747	0	0	20	85942
ADIG	0	0	202	0	0	0	0	197	0	0	0	0	7269
USH1G	0	0	0	0	0	0	0	0	0	0	0	0	7173
MGAT4C	3404	13349	20605	23	27	0	10483	14295	7673	0	0	25	883239
TRIM49B	0	0	0	0	0	0	0	0	0	0	0	0	10951
IDH2	678400	1253915	1563393	84	123	882	856171	1617265	891502	80	344	179	19460
OR52A1	0	0	0	0	0	0	0	0	0	0	0	0	11539
PTCHD3	0	95	0	63	142	0	0	0	359	93	21	25	16182
OR6B2	0	0	0	0	0	0	0	0	0	0	0	0	1492
TMEM259	245885	410977	299220	20	71	243	142776	327002	193535	37	0	95	11532
WRB	27012	38539	37677	0	72	21	18333	41920	18113	29	0	53	48285
TNRC18	126696	211713	187821	29	0	386	78102	162378	64965	0	46	39	118625
FAM181B	1006	606	404	0	0	0	202	202	0	0	0	0	3924
TMEM30B	4037	5932	4391	0	0	0	1362	2655	606	0	30	20	4471
DEXI	94803	108887	109656	0	20	29	63326	152924	84825	44	75	21	13570
ZNF716	0	0	0	0	0	0	0	101	0	0	0	0	23370
NOP10	39051	86709	73318	24	0	114	35356	69380	42299	55	0	32	1465
FAM89A	11224	12766	15744	0	0	0	8970	12303	8729	39	0	0	21289
KCNIP1	550	503	783	0	0	0	275	1692	451	0	0	0	383146
TDRKH	5883	14731	13285	22	0	0	5535	11730	4848	0	0	0	21310
ZNF708	6644	13333	13807	0	0	79	4218	18127	9261	73	0	0	38266
IST1	156190	298220	214073	68	74	295	83924	235039	108042	64	74	54	85204
ERCC6L2	18660	36232	40447	52	24	45	14250	31048	22952	48	107	39	138871
MRPL41	142922	164492	204533	32	0	383	126422	265254	161175	33	60	252	1357
ENPP7	0	0	0	0	0	0	0	0	0	0	0	0	11304
CREB3L2	94137	127089	170257	48	31	75	53385	103051	63656	25	32	68	127089
P2RY8	19595	22673	17226	0	49	0	8168	5431	3009	0	0	0	74536
UNC5C	6659	12498	25508	0	50	74	5451	14640	3326	0	50	27	386703
MRGPRG	0	0	0	0	0	0	0	0	0	0	0	0	870
TSEN54	9151	18543	11325	22	0	66	6897	14849	7369	0	0	92	8680
RGMA	48708	76502	69874	0	22	141	35547	64917	33686	0	0	23	53932
ASB18	21326	43155	30135	0	25	0	7689	34451	6333	44	0	0	69538
UBA7	26050	72647	102584	21	43	67	25309	52319	21437	23	0	46	8740
MRPS16	108342	149798	169588	22	0	0	68225	176537	101160	21	23	85	3851
FAM159A	202	0	404	0	0	0	202	0	0	0	0	0	36340
RAD51B	1250	3915	2306	21	24	0	707	2793	1192	0	23	7	910440
CRYGB	0	0	0	0	0	0	0	0	0	0	0	0	3596
LDOC1	5988	20571	7642	0	0	0	2220	4432	2480	0	0	0	1381
ARL6IP4	121363	232371	168086	72	20	115	93524	213019	112055	0	53	54	2854
EXT1	58244	62032	82399	0	0	53	20644	37100	16710	0	0	88	317364
SHMT2	38119	61333	42749	0	0	20	13410	59875	33045	0	0	0	5609
MOB2	48690	81970	60590	21	0	23	29303	73125	26690	0	36	73	31791
HHIPL1	4695	6226	4735	0	0	42	1958	4879	3126	0	0	0	35460
ATP6AP2	80826	124979	96653	0	0	92	40252	84778	50986	0	0	57	27477
ZAR1	0	0	0	0	0	0	0	0	0	0	0	0	4138
CYB5D1	48538	97006	94046	31	40	236	46233	105622	39789	0	0	0	4537
FAM153B	303	3724	1579	0	0	0	1389	11633	299	0	0	0	71570
BACE2	32895	52890	37846	24	21	64	14945	32014	18444	0	0	21	114718
UBE2E2	45193	68982	61723	0	22	0	22696	47341	24048	23	0	23	388774
SYNM	1533537	2165717	2249833	205	105	1379	1130025	2021145	1286143	62	200	172	37377
KCNA4	14695	34186	12075	0	0	0	1995	14201	5158	0	0	0	7283
GABRG3	0	0	98	0	0	0	0	0	0	0	0	20	570710
PRR34	2716	5135	6995	0	0	0	3194	6095	3761	0	0	3	4667
NLRP10	0	0	0	0	0	0	0	0	0	0	0	0	6003
FIGN	24271	54989	71576	22	44	89	25275	43959	23607	45	28	46	142617
IZUMO1	606	2493	728	0	0	11	4489	753	533	20	0	0	6058
TMIGD1	0	0	0	0	0	0	0	0	0	0	0	0	17727
B4GALNT4	1869	3705	808	0	0	0	1010	1411	404	0	0	0	12321
AP1S2	150831	280351	179462	192	25	313	78346	245211	131532	143	112	128	29126
C8ORF33	49240	72321	68125	0	0	119	25317	72590	35968	37	0	0	3653
DCAF4L1	1514	7667	5007	0	0	0	2626	4756	2424	0	0	0	4772
SPACA6	13962	23515	15775	53	0	0	9773	19256	7369	0	67	24	19048
MBD3L3	0	0	0	0	0	0	0	54	0	0	0	0	2432
ZSCAN22	5724	10328	6394	0	23	85	2823	5790	2820	0	0	1	15314
KCNJ14	2074	2807	1322	0	0	32	403	876	606	0	0	0	11472
FBXL6	21457	20787	12498	39	0	0	7729	21042	12627	24	0	0	3946
C1S	261847	456980	387027	111	71	280	164701	308495	142416	64	54	49	82774
GLTPD2	293	1329	312	20	0	0	382	666	341	0	0	0	1432
KIAA2012	174	386	48	0	0	0	0	120	0	0	0	0	131915
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	4140
LIPF	0	0	0	0	0	0	0	0	0	0	0	0	14374
OR5P3	0	0	0	0	0	0	0	0	0	0	0	0	6023
DAOA	0	0	0	0	0	0	0	0	0	0	0	0	25168
ZNF804B	202	0	0	0	0	0	0	0	0	0	0	0	577690
KBTBD3	7677	18763	16686	0	0	0	6734	13418	7288	0	0	44	26668
YBEY	13245	23594	17011	0	0	49	7890	16966	8631	0	0	38	11415
CLN8	38718	68604	60532	0	131	330	30825	100569	47503	189	104	169	45934
PLCXD1	5766	38364	21990	0	21	93	4842	16192	6831	0	27	0	27035
NXPH4	9050	7354	3845	0	0	0	1008	3834	606	0	0	0	9655
CACNB4	1204	1780	2928	0	0	0	469	2247	202	0	0	0	266708
IFNL1	0	0	0	0	0	0	0	0	0	0	0	0	2349
TRAPPC6B	48141	98237	79831	0	0	81	23665	71446	38053	0	57	25	22722
PGBD4	4511	11507	13677	0	0	0	4222	8484	7216	0	0	0	6612
CDY2A	0	0	0	0	0	0	0	0	0	0	0	0	2811
NPLOC4	256267	374996	297947	63	46	281	129702	318447	172213	0	50	25	91579
OTOL1	0	0	0	0	0	0	0	0	0	0	0	0	7135
KCNK4	0	202	23	0	0	0	0	0	0	0	0	0	8730
TEX19	0	0	202	0	0	0	0	0	0	0	0	0	4530
TSHZ2	15267	17835	27313	22	0	67	9603	12780	6050	50	0	0	522924
CAPN12	13319	27877	15562	0	27	27	10708	16238	12838	0	0	0	39718
EXOC7	201695	314954	261754	87	0	276	111428	246161	119340	0	27	96	40560
KPNA2	41764	74594	27611	43	0	20	25995	45865	32111	0	22	0	11324
XKRX	202	0	202	0	0	0	0	606	0	0	0	0	15989
BGN	577012	376297	296080	85	128	160	73197	178562	74609	0	74	141	14616
CEP97	14736	25698	22541	24	26	59	9990	19376	10927	60	0	24	46638
LHFPL1	404	606	0	0	0	43	79	163	202	0	0	0	49407
FES	23570	41370	38434	0	0	0	21495	35322	15548	0	0	25	12082
GLRX5	78056	174067	121674	3690	4773	7328	71839	144781	89703	2233	2067	4765	11222
FAM104B	9284	19383	17837	30	47	27	8693	22000	8890	26	24	21	18209
TBPL2	0	0	16	0	0	0	0	163	0	0	0	0	43186
CAV3	26842	48782	54784	0	0	0	25583	49635	21882	0	65	27	108009
MXRA7	564773	993207	639782	146	32	659	263917	462968	337073	87	39	54	38466
LIMK2	33767	111679	45986	0	41	27	15523	38446	17759	36	34	0	67842
MFSD5	15850	27501	22645	0	0	80	13312	31123	16354	0	33	47	3155
RNASE10	0	101	202	0	0	0	0	268	0	0	0	0	5633
ADI1	327111	464719	387566	23	24	224	200940	444589	237268	54	44	23	22376
RWDD4	24994	43960	31889	0	0	0	15652	35930	24045	0	0	0	19591
SPNS3	444	549	414	0	0	0	383	1817	508	0	0	0	54521
CLEC4G	404	200	101	0	0	0	1360	801	202	0	0	0	4950
SATB1	151662	343189	331751	65	0	408	104016	233200	117539	71	58	100	100202
NXPH3	7219	15294	30058	0	0	72	7671	12916	4210	22	21	0	7970
CSF1R	42713	116732	100796	31	20	286	35159	56346	26502	69	54	70	60082
EPHB3	1728	1411	4203	0	0	20	3231	3926	1013	48	0	42	20626
VCX	0	75	14	0	0	0	0	0	0	0	0	0	1882
ACTL10	1108	1405	829	23	0	44	200	606	404	0	25	0	2028
EPGN	0	0	142	0	0	0	0	0	0	0	0	0	6835
KRTAP11-1	0	0	0	0	0	0	0	0	0	0	0	0	912
C2ORF82	4763	12012	9488	0	0	0	2941	8183	5008	0	0	0	21439
HS3ST4	202	0	0	88	0	58	0	0	0	44	28	0	445663
TRAK1	504760	835788	1040173	0	24	476	429806	683001	470622	27	0	110	212088
TSPAN10	1173	1145	402	0	0	0	205	598	4	0	0	0	11579
OR2V2	0	0	0	0	0	0	0	0	0	0	0	0	11700
PLCB1	8762	17092	35475	0	0	96	12083	18725	12629	0	0	45	891110
SKA2	44179	85352	68018	0	0	20	24455	67148	36017	40	0	0	45319
RXFP3	0	0	0	0	0	0	0	0	0	0	0	0	1852
OR10G7	0	0	0	0	0	0	0	0	0	0	0	0	5313
NDN	43360	79101	70289	0	0	48	31581	59675	33996	0	36	69	1931
CCDC172	0	0	0	0	0	0	0	0	0	0	0	0	55602
OR4Q3	0	0	0	0	0	0	0	0	0	0	0	0	5899
NTM	10853	9089	7039	0	22	0	2436	7922	4497	0	0	0	966345
TTC3	138402	199436	301738	64	106	255	139378	248304	112749	50	124	93	129887
KCNB2	0	0	0	0	0	0	0	0	0	0	0	0	400959
PPP1R27	0	202	54	0	0	0	202	202	0	0	0	0	1559
BRICD5	9968	30632	14418	0	0	25	10853	32124	10656	0	0	0	2698
GALR2	101	202	99	0	0	0	0	0	202	0	0	0	2748
RESP18	0	0	0	0	0	0	0	0	0	0	0	0	5769
IGIP	31993	56770	56968	22	0	96	21469	45448	17971	0	0	26	3458
TSKU	55941	26619	56154	35	37	0	15382	27134	16361	0	0	0	15904
CMC4	33905	56919	50193	47	0	0	23742	74495	40440	0	0	0	9741
ANXA2	262934	294351	211365	57	23	183	126591	213422	150724	0	24	47	55750
RGS6	41459	66915	40833	25	0	34	34006	69359	41418	0	0	0	634091
HOXB4	404	2824	6590	1148558	241402	4783685	404	8296	1471	589201	3253836	3014875	4599
SLC35D3	0	0	0	0	0	0	0	226	0	0	0	0	3376
PAQR7	5929	8955	7559	0	0	0	4027	8522	4022	0	0	0	10044
PAPPA	17402	25928	17706	21	68	21	5286	9968	12114	0	0	31	248519
MAFA	1010	202	1519	0	26	0	605	806	396	0	0	0	11225
NGRN	263940	387315	326438	124	0	325	154843	374224	225798	0	0	24	12483
GRID1	9888	10608	6702	0	0	56	2345	9831	2821	0	0	0	766939
RPS17	283587	533942	467706	52	0	116	217440	547010	241783	21	71	48	3812
HCAR2	403	3130	0	0	0	0	0	202	0	0	0	0	2051
OR2T29	0	0	0	0	0	0	0	0	0	0	0	0	5861
CCDC87	402	202	0	0	0	0	0	403	0	0	0	0	2908
GSTA5	0	0	0	0	0	0	0	0	0	0	0	0	14441
C1ORF116	0	3625	2072	0	0	31	607	3462	808	0	0	0	14236
MAGEB17	365	114	0	0	0	0	0	0	0	0	0	0	3984
CRIP2	698990	952598	932686	28	21	428	823064	1135283	689920	47	48	20	7209
DDX28	14188	19727	21339	0	0	34	7887	20710	14124	0	0	0	2169
KRTAP13-2	0	0	0	0	0	0	0	0	0	0	0	0	867
ACBD3	70670	90964	110493	0	0	195	36608	107690	56556	24	199	39	42052
C16ORF72	168178	273590	258924	102	100	696	105717	269409	150020	129	0	199	29993
PLCXD3	311970	805821	449906	123	0	453	215594	648123	194670	22	50	0	203675
VMO1	572	1362	1211	0	0	0	202	606	808	0	0	0	1149
OR4F15	0	0	0	0	0	0	0	0	0	0	0	0	7996
ALG12	23096	39562	39327	0	20	100	14355	41128	21773	0	0	80	18230
LCK	1209	1793	1048	0	0	0	202	404	808	0	0	0	34927
GALNT9	202	444	233	0	0	0	0	0	0	0	20	0	132978
COL18A1	270880	381533	249631	44	0	316	116642	340767	174937	58	50	73	108584
RBM10	91377	133577	102677	29	30	51	47534	111230	64002	0	0	23	41945
ADGRG3	2028	6345	2353	0	0	0	0	411	1276	0	0	31	21192
GLUD2	31902	43873	35457	0	0	127	18277	40200	26943	0	0	24	2493
TMEM95	0	0	0	0	0	0	0	0	0	0	0	0	2097
TCHHL1	0	0	0	0	0	0	0	0	0	0	0	0	4921
RPL35A	263082	535797	421850	117	48	197	169722	439822	196702	59	177	113	6624
RGS7	0	0	0	0	0	0	0	0	0	0	0	0	581716
SLC25A18	10203	43575	8124	0	0	0	2542	8261	8483	0	0	0	27556
ZNF721	25254	52761	60443	74	20	21	21401	48059	25830	32	0	22	73342
TCEAL7	4847	8295	7126	0	0	0	3230	5649	1996	0	0	0	2131
C11ORF54	36609	111408	72623	0	0	47	27131	72132	27905	0	0	47	23159
CEP63	74730	118934	114161	61	29	122	52273	117635	57378	0	68	29	89275
WFDC10B	0	202	0	0	0	0	0	0	0	0	0	0	20367
SRPRA	204736	284483	266840	28	21	203	100519	279310	137542	0	42	22	6226
OTOP3	0	0	0	0	0	0	0	0	0	0	0	0	14274
EWSR1	313021	545803	460342	24	72	211	187420	398129	255034	62	21	0	32517
ODF3L1	606	1212	1211	0	0	0	0	0	402	0	0	0	3712
HMGN4	43380	63160	52846	0	23	0	18215	54365	25510	0	0	0	7850
SPATA13	26670	79402	107323	46	86	109	35972	88158	38785	0	31	0	327270
GJC1	78665	101310	95528	93	20	175	36976	98803	49657	22	81	0	32369
SOX1	0	0	0	20	0	0	0	86	0	0	0	0	2842
CNOT10	15881	40300	36810	0	0	15	17889	38069	16084	0	0	0	88731
AC135068.1	0	0	0	0	0	0	0	0	0	0	0	0	1084
MTA1	115565	209419	169256	0	29	333	97842	197850	89863	22	0	148	50910
ZNF662	14595	27535	31480	0	0	32	10501	30064	12401	0	0	25	11911
CADM1	102663	80727	94617	21	20	23	43095	143206	73501	0	27	0	335740
ZNF320	36385	81715	74747	0	55	55	30262	74732	44286	22	0	0	33904
C12ORF60	101643	87710	66054	55	26	299	16914	76232	31844	22	75	34	103015
PYCR1	9198	7384	8117	0	0	0	3427	8811	4515	0	0	0	10029
NAA38	32474	53863	53367	31	67	158	29091	60868	35817	23	98	111	28554
SPNS2	37666	47395	30690	27	90	213	26666	68424	35147	74	0	0	40198
MCEMP1	0	874	0	0	0	0	0	0	202	0	0	0	3199
AP2A2	108372	177495	121798	20	27	205	55148	131823	60949	98	22	72	87352
SLC8A1	627053	940582	1682359	683	448	2878	693129	1515296	741005	26	399	129	513784
OR1G1	0	0	0	0	0	0	0	0	0	0	0	0	998
SLC25A21	970	2885	3740	0	23	26	2439	2847	2639	0	0	0	494436
OTOP2	0	0	0	0	0	0	0	0	0	0	0	0	9638
CYLC1	0	154	0	0	0	0	0	0	0	0	0	0	25574
PCP4	1700	2365	1547	0	0	0	2022	1652	3510	0	0	0	62081
ABAT	65849	137670	72623	63	25	35	43853	157145	41152	25	0	32	110011
SLC25A10	7306	12611	15047	0	0	50	7060	14675	9590	0	0	0	8781
CAMK1D	10686	21061	63908	21	0	50	16083	15572	13503	31	0	0	486064
RGPD6	28298	45607	41181	37	20	50	23359	49769	20960	0	65	33	63374
LYSMD4	62874	120301	100747	0	0	68	46204	111978	47491	0	0	92	17865
WBP2NL	948	570	1438	0	0	0	482	894	295	0	0	0	59732
IGSF5	7791	8499	6131	0	0	0	7754	16925	6948	0	0	0	56690
NKX2-5	129535	193077	282602	0	0	107	164705	311742	146811	29	36	44	3249
AFMID	17064	48554	29391	0	0	105	14121	53234	15265	0	0	0	20385
GAS6	386294	636337	567916	121	0	214	276823	627197	282272	105	23	274	43519
FREM3	0	0	0	0	0	0	0	0	0	0	0	0	123374
NEB	54603	24134	7859	75	38	593	18244	15393	1807	0	0	0	249152
BEGAIN	6671	2444	2436	0	0	0	1649	2971	1398	43	0	0	50267
GPC6	10904	14647	8075	0	0	31	3084	6055	1918	0	0	0	1180560
ARHGEF37	40318	103973	100595	64	0	327	49374	91227	42849	0	0	0	83022
FAM43B	10155	6152	3800	0	0	0	1814	3832	1210	0	0	0	2572
CSMD1	404	404	0	0	0	0	0	601	0	0	0	0	2059620
CALHM3	0	202	0	0	0	0	0	202	0	0	0	0	6437
PTGDR2	15546	37725	18049	0	0	50	5631	20309	11794	0	0	0	5032
CEP57L1	8219	12369	18909	27	56	40	3412	11009	5734	22	0	63	68823
RIPPLY3	0	0	0	0	0	0	0	0	0	0	0	0	13510
PRORY	0	0	0	0	0	0	0	0	0	0	0	0	3407
ANKRD20A2	706	1593	505	0	0	0	0	404	2290	0	0	0	43108
GPR19	0	58	402	0	0	0	0	202	0	0	0	0	35317
GJD3	1320	2704	3129	0	21	0	1211	1028	671	0	0	0	885
RABIF	11587	16737	12077	0	0	20	5130	12255	6349	0	0	0	10179
TMEM119	8268	3430	3324	0	0	0	606	1313	806	0	0	0	8475
FANCF	9075	11621	13819	0	21	24	5119	14111	6055	0	0	32	4269
CALN1	156	0	0	0	0	0	0	5	0	0	0	0	667661
SMDT1	29326	59905	46300	0	62	20	29377	68680	38646	0	0	45	4594
GABRR3	0	0	0	0	0	0	0	0	0	0	0	0	48632
C2CD4C	2821	4111	5038	0	0	0	5526	12607	6251	0	0	0	3733
CHST6	2771	1899	1616	0	12	0	2424	1004	605	0	0	0	23333
POTEC	0	0	0	0	0	0	0	0	0	0	0	0	36247
RUVBL2	63485	96414	79624	0	0	42	31914	95252	41501	0	0	0	22548
GDPGP1	5798	12842	10107	26	0	0	4413	15061	4097	30	0	0	12004
CTNNA3	197106	279780	357154	70	68	317	140914	248801	105452	0	75	15	1783652
RIMBP3C	101	202	202	0	0	0	0	101	202	0	0	0	6105
PRR36	605	202	202	0	0	0	202	404	0	20	0	0	5661
OR51B4	0	0	0	0	0	0	0	0	0	0	0	0	933
PTTG1IP	380471	507339	370179	50	69	385	204344	403029	232265	22	0	170	24319
DDX41	41455	62374	58102	128	110	324	20601	55579	30865	174	127	198	5893
ABHD16B	4460	11793	10237	0	0	0	2618	7764	4466	0	0	0	1491
OR52E8	0	0	0	0	0	0	0	0	0	0	0	0	1061
CCDC60	75	195	0	0	0	0	191	0	11	0	0	0	206336
PLGLB1	2927	4068	6423	0	0	0	2038	8817	1562	0	0	0	19294
DAZAP2	455945	666118	416403	141	21	28	168944	520554	224866	29	111	68	33071
CCBE1	805	6339	11615	0	0	0	6387	34768	1412	0	0	0	266441
SELENOF	71167	113943	88167	64	0	0	38360	93568	46802	42	24	0	51980
TISP43	0	0	0	0	0	0	0	101	0	0	0	0	13333
OR5P2	0	0	0	0	0	0	0	0	0	0	0	0	1069
FAM9A	0	0	0	0	0	0	0	0	0	0	0	0	10589
MAGEA2B	0	0	0	0	0	0	0	0	0	0	0	0	4022
TMEM121B	2135	8048	7848	26	23	72	3620	7555	4240	22	0	0	5069
ZNF623	25443	61094	56903	0	29	73	23956	45206	25342	0	0	0	20406
OR2T34	0	0	0	0	0	0	0	0	0	0	0	0	957
OR52L1	0	0	0	0	0	0	112	0	0	0	0	0	1094
EPHA10	404	568	200	0	0	0	0	695	402	0	0	0	51254
SPDYE4	226	108	903	0	0	0	81	87	46	0	0	0	5454
CCDC125	6206	15230	18494	27	0	0	4648	13689	4630	6	34	0	52635
REC114	747	488	16	0	0	0	384	404	0	0	0	0	116857
BOLA2	13602	29793	27003	0	49	0	8607	31319	18830	0	0	49	11909
BCOR	68760	94793	85449	0	0	183	35150	93914	36563	0	30	0	127515
JRKL	14127	20929	18420	37	0	0	6564	17526	11629	0	0	25	117586
CABCOCO1	0	404	202	0	0	0	0	606	0	0	0	0	103806
GBP6	0	0	606	0	0	0	0	404	0	0	0	32	22404
KIAA2026	51357	94579	92926	0	0	157	43688	86216	49576	130	0	74	126306
OVCH2	83	220	169	0	0	0	166	55	155	0	0	0	16984
SYNDIG1L	202	404	404	0	0	0	0	404	202	0	0	0	20210
FHL3	20308	27383	16776	0	64	0	8093	16416	12010	0	0	59	8837
OR56A4	0	0	0	0	0	0	0	0	0	0	0	0	7502
PMCH	666	37	221	0	0	0	7	190	0	0	0	0	1387
TMEM89	0	0	0	0	0	0	0	0	0	0	0	0	1097
C19ORF71	3506	5870	2942	0	0	0	1279	3874	1596	0	0	0	4877
CCDC159	44641	66133	61946	20	0	95	24350	57924	35096	52	64	0	10261
RIPK4	0	608	202	0	0	0	202	807	0	0	0	0	27738
LRIT3	0	403	0	0	0	0	202	0	201	0	0	0	24114
NPIPA1	146112	177824	154031	45	0	215	60482	143781	54306	0	63	27	29259
SF3A3	69174	110838	93175	20	0	50	38294	94460	50213	54	49	67	33947
TFDP3	0	0	0	0	0	0	0	0	0	0	0	0	1680
TRIM61	1885	3178	4516	0	0	0	505	2128	472	0	0	0	23223
GRIN2A	11107	53966	34860	0	0	0	17664	21860	25531	0	0	0	429351
URAD	0	0	0	0	0	0	0	0	0	0	0	0	10941
GTF2H2C	15423	29381	25858	39	41	0	10413	25175	13520	0	0	0	34516
ASB7	17510	30897	24594	0	0	0	8280	24759	13427	34	0	34	49172
SH2D7	2560	963	2379	0	0	0	1863	1208	302	0	0	0	27102
TREX2	12939	29048	23269	0	0	0	12136	22083	11254	0	0	24	25868
GPR132	2019	7436	3786	0	0	0	1715	2762	1209	0	0	0	16057
MX2	10406	31194	74353	0	15	0	11228	26329	11650	0	0	22	47448
EP400	98754	160896	149023	135	71	37	54248	133832	66278	0	79	26	131183
MEX3B	8168	20782	11883	48	0	25	7318	11507	3628	0	25	21	4364
FAM46C	13001	55122	43514	96	139	191	39916	40762	16639	81	54	91	22439
COA5	32751	63637	53697	65	56	0	25453	60074	29953	34	0	0	9206
UTP11	39721	60336	51732	21	43	95	25015	58421	47165	37	32	27	15567
PSMG1	14062	25172	27380	62	43	0	11309	20051	14682	0	0	22	9083
PRR14L	50702	75483	71747	67	75	110	42182	55373	34340	44	66	25	73885
KLRC4	0	594	331	0	0	0	0	0	202	0	0	0	2376
ACSM5	833	58880	3308	0	0	0	2114	2198	1589	0	0	0	31803
C10ORF120	0	0	0	0	0	0	0	0	0	0	0	0	2114
IZUMO1R	0	36	202	0	0	0	0	200	0	0	0	0	2130
SERHL2	4265	9265	11980	0	0	0	6034	11055	3010	0	0	0	20766
PCBP3	2075	4293	2849	23	45	0	1139	6454	202	0	0	0	298761
PGPEP1L	2575	1934	891	0	0	0	1010	2732	0	0	0	0	39566
SETD3	195803	269979	245140	135	23	140	108212	261804	129569	0	122	52	83144
TNFAIP8L3	9562	8364	4622	0	0	0	4623	4229	4828	0	0	0	48679
ZNRF3	21850	25984	41202	25	0	149	14485	25563	15534	66	52	91	173896
FBXL7	47446	111023	110431	43	0	41	40828	126573	39139	0	52	39	439600
TANGO2	118183	148348	165413	0	133	107	78728	187331	95190	0	21	0	48913
HIST2H3D	0	162	104	0	20	80	0	48	285	0	0	26	411
SFXN4	28955	73581	53041	0	0	34	31235	75275	36747	0	0	34	24901
GKN2	0	0	0	0	0	0	0	0	0	0	0	0	7739
FAM167B	2068	3227	2224	0	0	26	3119	1937	1591	0	32	0	1624
MRPL54	24627	41903	26935	0	0	35	18033	44086	18245	0	0	60	5912
ZNF438	30957	60168	59832	0	26	50	20936	46111	25402	48	34	0	211731
HMCES	37661	89849	85094	0	0	98	40550	90838	45091	0	40	45	27359
CCR3	100	202	0	0	0	0	0	0	0	0	0	0	103103
DGCR6	20769	56160	32559	0	0	0	45746	102502	27095	0	0	0	8211
GOLGA8G	98	0	486	0	0	0	231	0	29	0	0	0	13404
PRR32	404	344	201	0	0	0	404	0	403	0	0	0	2023
TP53TG3	0	101	303	0	0	0	101	274	419	0	0	0	3205
RP1L1	202	404	3231	0	0	0	606	807	202	0	21	0	105839
KRTAP8-1	0	0	0	0	0	0	0	0	0	0	0	0	556
C11ORF88	0	404	0	0	0	0	0	0	0	0	0	0	22247
ZNF530	5230	9549	11952	0	0	0	5194	13259	4745	0	0	22	12838
NDUFB1	90573	227248	229205	108	57	36	105260	257222	146738	23	35	92	5796
MARCH11	0	2463	4182	0	42	133	3039	4941	1605	0	150	0	113624
KLHL25	16060	15831	9673	71	0	25	5274	11650	9958	0	0	29	35708
FAM19A1	0	0	0	0	0	0	0	202	0	0	0	0	541410
TRMT12	11600	20193	16738	0	0	0	10094	18326	10697	0	0	0	11331
PSG9	0	0	202	0	0	0	0	0	0	0	0	0	57740
GPR1	6656	1010	8947	0	0	0	3213	5648	1210	0	0	0	42732
BMP8A	2794	6760	746	0	0	0	623	2047	303	0	0	0	34290
ALYREF	33092	51160	43145	0	0	190	16162	37119	18363	0	0	58	3743
RFLNB	59991	72110	37797	44	21	195	32698	54172	37592	36	42	0	5962
